manufacturer_name,model_name,production_start_date,production_end_date,recall_start_date,affected_count,recall_reason,vehicle_type
BMW,BMW X5 xDrive30d,2018-08-20,2019-02-22,2020-08-01,514,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive30d,2013-07-23,2018-06-28,2020-06-01,2596,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive30d,2013-07-20,2017-05-16,2020-08-01,5961,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive40d,2014-10-13,2018-06-25,2020-06-01,230,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive40d,2014-01-11,2017-05-15,2020-08-01,1201,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
르노코리아,XM3,2019-12-17,2020-06-19,2020-07-20,19063,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러*의 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,SUV
르노코리아,CAPTUR,2019-12-23,2020-02-11,2020-07-20,930,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러*의 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2017-11-02,2018-03-02,2020-08-28,8,"SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있습니다. SOS비상 전화 시스템(eCall): 운전자가 사고 발생 시 자동적으로 또는 SOS 버튼을 수동적으로 눌러 메르세데스-벤츠 비상 센터와 비상 전화로 통화가 가능하며, 현재 차량 위치 등의 차량 데이터가 메르세데스-벤츠 비상 센터로 전송됩니다. 이를 통하여 사고 발생 시 구조팀의 신속한 구조가 실행될 수 있습니다. SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있는 경우 SOS비상 전화 시스템(eCall)이 작동되지 않을 수 있습니다.",SUV
BMW,BMW X5 M50d,2020-07-10,2020-07-10,2020-08-28,1,"2020년 7월 10일 생산된 BMW X7 xDrive30d, X5 M50d 차량에서 스타트 모터 고정볼트와 관련한 제작결함이 발견 되었습니다. 스타트 모터를 엔진에 장착시키는 생산공정에서 조립 오류로 스타트 모터* 고정볼트를 부 정확하게 체결하여 플라이 휠**과 간섭이 발생할 수 있습니다. *스타트 모터: 엔진의 시동을 위해 플라이 휠을 돌려주는 전기 모터 **플라이 휠: 엔진의 시동을 위해 크랭크축과 연결된 장치로, 스타트 모터가 작동 시 플라이 휠의 기어와 맞물려 회전",SUV
혼다코리아,ODYSSEY,2017-06-19,2019-10-15,2020-09-18,2424,가. 슬라이딩 도어 외부 핸들 케이블에 장착된 방수를 위한 커버에 틈이 발생됨. 나 .비나 세차 등으로 방수를 위한 커버의 틈을 통해 케이블 내부로 물이 침투될 수 있 고 기온이 매우 낮은 날씨에는 케이블 내부로 침투된 물이 동결 될 수 있음.,MPV/미니밴
혼다코리아,ODYSSEY,2018-04-24,2019-06-11,2020-09-18,1755,"가. 차량용 디스플레이 제어 시스템의 프런트 컨트롤 박스 내부 제어 프로그램이 부적절하여 후진으로 변속하여도, 차량 디스플레이에 후방 카메라 영상이 표시되지 않거나 표시되기까지 2초 이상 걸릴 수 있음. 나. 해당 결함은 FMVSS 111조의 S5.5.3항 “후진 개시 후 2초 이내 표시” 및 S5.5.5항 “후방 카메라 영상 가시성 유지” 조건을 충족시키지 못하여 제작결함 시정 조치함.",MPV/미니밴
혼다코리아,ODYSSEY,2017-06-19,2019-10-15,2020-09-18,2424,"가. 계기판 에 접속되는 통신 네트워크 상태가 불안정하여 다량의 화상 정보 등이 동시에 통신하는 경우, CPU 의 정보처리 능력이 부족하여 계기판의 차량 속도 등의 표시 또는 차량 디스플레이와 후방 카메라 영상 을 표시할 수 없음. 나. 해당 결함은 FMVSS 101조의 S2항 ""계기판 표시기 의 가시성 및 인식 보장"", 111 조의 S5.5.5항 ""후방 카메라영상 의 가시성 유지"" 조건을 충족시키지 못하여 제작결함 시정 조치를 진행.",MPV/미니밴
혼다코리아,ODYSSEY,2018-04-24,2019-10-15,2020-09-18,1755,"가. 증상1- 후방 카메라 커버에 크랙이 발생하여 렌즈에 물이 침투하여 렌즈가 흐려져 화면이 보기 힘들어 지며 기판에 부식이 발생할 경우 화면이 표시되지 않음. 증상2 -렌즈 내의 회로가 부적절하여 후방 카메라 화면이 표시되지 않음. 나. 해당 결함은 FMVSS 111 조의 S5.5.5 항 ""후방 카메라 영상의 가시성 유지""” 조건을 충족시키지 못하여 제작결함 시정 조치.",MPV/미니밴
BMW,BMW X5 xDrive45e iPerformance,2020-07-20,2020-08-07,2020-09-29,26,"당사의 문서번호『BGK-2020-A61-138』로 제출한 PHEV차량의 고전압 배터리 시정조치계획사전보고와 관련하여 BMW 독일본사로부터 추가적인 점검 방법과 점검 결과에 따른 기술적 조치 사항에 대한 내용을 전달 받아 정식 보고 드립니다. 점검 방법의 경우 고객에게 기 판매된 차량에 대해서는 고전압 배터리의 충전이력을 점검하여 80%이상 충전 이력이 확인된 차량은 고객에게 인도하여 차량 운행이 가능하도록 인도하는 방식에서 80%이상의 충전이력을 확인하고 확인된 차량에 한 하여 완전충전(100%) 기록이 차량에 수록되어 있는 경우에만 고객에게 인도하며 정상판정 기준의 충전이력이 확인되지 않은 차량의 경우 고전압 배터리 셀 모듈을 교체합니다. 또한 고객에게 판매되지 않은 차량에 대해서는 고전압 배터리를 완전 충전시킨 뒤 2시간동안 그대로 두고 35% 수준까지 방전시킨 뒤 전용 진단기를 통해 고장메모리의 수록 여부를 판독하여 고장메모리가 확인되면 고전압 배터리 셀 모듈을 교체 합니다. 판매 전 차량을 점검하는 과정에서 화재발생 시 해당 차량은 폐기 될 예정입니다. 금번 시정조치 사유는 기 사전보고 드렸던 내용과 동일하게, 고전압 배터리 팩 용접 시 발생하는 이물질을 제거하기 위한 세척 공정이 불 충분하여 고전압 배터리 팩 내에 이물질이 남아있을 수 있습니다. 이물질의 크기, 위치 등에 따라 충전 시 고전압 배터리의 팽창에 따른 배터리 팩과 이물질간 눌림이 발생하여 첫 번째 충전에서 80%이상 충전 시 고전압 배터리가 단락 되며 드문 경우 화재발생 가능성이 확인 되어 해당 시정조치를 실시합니다.",SUV
메르세데스 벤츠,GLK 220 CDI 4MATIC,2011-10-04,2013-10-31,2020-10-08,2779,"공급 업체의 열처리(경화) 공정이 불충분하여, 전방 차축 프로펠러 샤프트1의 유니버셜 조인트의 경도가 부족하게 제작되었을 수 있습니다. 또한, 해당 부품의 운송 중 불충분한 운송 포장으로 인하여 유니버셜 조인트의 십자축 가동 표면이 손상되었을 수 있습니다. 십자축 가동 표면의 손상으로 인해 전방 차축 유니버셜 조인트의 베어링이 마모가 발생될 수 있고, 그 결과 베어링의 간극이 커져서 오일 누유가 발생될 수 있습니다. 이러한 경우 베어링이 제대로 작동되지 않아 소음과 진동을 발생시킬 수 있습니다. 이러한 상황에서 운행을 지속적으로 하는 경우 충분한 경도가 확보되지 않은 유니버셜 조인트의 플랜지가 파손될 수 있습니다.",SUV
BMW,BMW X5 xDrive45e iPerformance,2020-06-02,2020-07-21,2020-10-26,131,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능",SUV
BMW,BMW X5 xDrive40i,2018-10-23,2020-07-18,2020-10-26,372,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능",SUV
BMW,BMW X5 xDrive40d,2020-07-07,2020-07-27,2020-10-26,9,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능",SUV
BMW,BMW X5 xDrive30d,2018-08-20,2020-07-22,2020-10-26,3556,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능",SUV
BMW,BMW X5 M50d,2018-08-17,2020-07-10,2020-10-26,274,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능",SUV
BMW,BMW X5 xDrive30d,2020-06-01,2020-06-18,2020-12-04,24,"BMW 자체 품질 조사 결과 2020년 6월 1일부터 2020년 6월 28일까지 생산된 BMW X5 M, X5 M50i, X5 xDrive30d, X5 xDrive40i, X5 xDrive45e iPerformance, X6 M, X6 xDrive30d, X6 xDrive40i, X7 M50i, X7 xDrive30d, X7 xDrive40i 차량에서 앞 차축(서브프레임)*과 관련된 제작결함이 발견 되었습니다. 앞 차축(서브 프레임)*을 생산하는 설비 중 용접장비가 유지보수 작업 후 정확한 용접위치로 조정되지 않은 것이 확인 되었습니다.",SUV
BMW,BMW X5 xDrive40i,2020-06-06,2020-06-16,2020-12-04,4,"BMW 자체 품질 조사 결과 2020년 6월 1일부터 2020년 6월 28일까지 생산된 BMW X5 M, X5 M50i, X5 xDrive30d, X5 xDrive40i, X5 xDrive45e iPerformance, X6 M, X6 xDrive30d, X6 xDrive40i, X7 M50i, X7 xDrive30d, X7 xDrive40i 차량에서 앞 차축(서브프레임)*과 관련된 제작결함이 발견 되었습니다. 앞 차축(서브 프레임)*을 생산하는 설비 중 용접장비가 유지보수 작업 후 정확한 용접위치로 조정되지 않은 것이 확인 되었습니다.",SUV
BMW,BMW X5 xDrive40e iPerformance,2020-06-02,2020-06-15,2020-12-04,3,"BMW 자체 품질 조사 결과 2020년 6월 1일부터 2020년 6월 28일까지 생산된 BMW X5 M, X5 M50i, X5 xDrive30d, X5 xDrive40i, X5 xDrive45e iPerformance, X6 M, X6 xDrive30d, X6 xDrive40i, X7 M50i, X7 xDrive30d, X7 xDrive40i 차량에서 앞 차축(서브프레임)*과 관련된 제작결함이 발견 되었습니다. 앞 차축(서브 프레임)*을 생산하는 설비 중 용접장비가 유지보수 작업 후 정확한 용접위치로 조정되지 않은 것이 확인 되었습니다.",SUV
BMW,BMW X7 xDrive40i,2020-06-15,2020-06-16,2020-12-04,7,"BMW 자체 품질 조사 결과 2020년 6월 1일부터 2020년 6월 28일까지 생산된 BMW X5 M, X5 M50i, X5 xDrive30d, X5 xDrive40i, X5 xDrive45e iPerformance, X6 M, X6 xDrive30d, X6 xDrive40i, X7 M50i, X7 xDrive30d, X7 xDrive40i 차량에서 앞 차축(서브프레임)*과 관련된 제작결함이 발견 되었습니다. 앞 차축(서브 프레임)*을 생산하는 설비 중 용접장비가 유지보수 작업 후 정확한 용접위치로 조정되지 않은 것이 확인 되었습니다.",SUV
BMW,BMW X5 xDrive30d,2020-07-28,2020-09-27,2020-12-29,27,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성으로 단자와 배선의 접촉이 완결하지 않을 수 있습니다.",SUV
BMW,BMW X5 xDrive40d,2020-06-14,2020-08-25,2020-12-29,7,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성으로 단자와 배선의 접촉이 완결하지 않을 수 있습니다.",SUV
BMW,BMW X5 xDrive40i,2020-08-07,2020-08-14,2020-12-29,2,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성으로 단자와 배선의 접촉이 완결하지 않을 수 있습니다.",SUV
BMW,BMW X7 xDrive40d,2020-08-03,2020-09-12,2020-12-29,17,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성으로 단자와 배선의 접촉이 완결하지 않을 수 있습니다.",SUV
BMW,BMW X5 xDrive45e iPerformance,2020-06-06,2020-09-11,2020-12-29,233,배터리 셀의 제조공정 과정에서 배터리 셀 내에 이물질(용접비산물질)이 완벽하게 제거되지 않았을 가능성이 있습니다.,SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2017-03-09,2019-06-12,2021-03-01,4728,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 충돌로 인해 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
BMW,BMW X7 xDrive40d,2020-11-21,2020-11-21,2021-03-05,2,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축",SUV
BMW,BMW X7 xDrive40i,2020-03-20,2020-10-17,2021-03-05,4,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축",SUV
BMW,BMW X5 xDrive30d,2020-02-17,2020-03-17,2021-03-05,4,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축",SUV
BMW,BMW X5 xDrive30d,2020-10-17,2020-10-19,2021-03-05,2,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축",SUV
BMW,BMW X5 xDrive40i,2020-02-19,2020-10-12,2021-03-05,3,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축",SUV
BMW,BMW X5 xDrive45e iPerformance,2020-10-16,2020-11-24,2021-03-05,2,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축",SUV
BMW,BMW X5 xDrive30d,2020-10-16,2021-01-11,2021-03-12,6,"BMW 자체품질조사결과 2020년 10월 03일부터 2021년 01월 11일까지 생산된 BMW X5 xDrive30d 등 3개 모델에서 발전기** +, - 배선의 고정과 관련한 제작결함이 발견되었습니다.",SUV
BMW,BMW X7 xDrive40d,2020-11-14,2020-11-14,2021-03-12,1,"BMW 자체품질조사결과 2020년 10월 03일부터 2021년 01월 11일까지 생산된 BMW X5 xDrive30d 등 3개 모델에서 발전기** +, - 배선의 고정과 관련한 제작결함이 발견되었습니다.",SUV
현대자동차,GV70,2021-01-21,2021-02-04,2021-03-29,829,가솔린 2.5 터보 엔진 고압연료파이프 성형 불량에 의한 기밀 저하로 체결부 누유 가능성,SUV
현대자동차,GV80,2021-01-21,2021-02-04,2021-03-29,302,가솔린 2.5 터보 엔진 고압연료파이프 성형 불량에 의한 기밀 저하로 체결부 누유 가능성,SUV
